headline,label
प्लेन को बादल में छुपवा दियाये आदमी पीएम होकर कैसे इतना झूठ ऑन कैमरा बेशर्मी से बोलता हैभाई हिम्मत और बेशर्मी की दाद देनी पड़ेगी h ttpstc o82 stp0lusP,1
Kya naatak hai \U0001f648,0
ये है सबूत राजीव गांधी INS विराट को टेक्सी बना कर अपने दोस्तो के साथ छुट्टियां मनाने गये थे \ U0001 f62c https,1
आज मैने मोदी जी को केवल वोट ही नही किया बल्कि सेना से सबूत माँगने वालो के मुँह पर करारा तमाचा मारा है \U0001f44 d,0
सिर्फ़ सरकारें बदलती हैं हालात नहीं बदलते l कांग्रेस शासित राजस्थान की जेल में फिर एक मुसलमान क़ैदी की हत्या लिंचिंग l कांग्रेस शासन में राजस्थान में तीसरी लिंचिंग हो गईकांग्रेस सिर्फ भाजपा का डर दिखाकर वोट लेती है बोलो कांग्रेसियों क्या इसीलिए तुम्हें वोट दिया गया था,1
Hahaha khaab dekhna achi bt hai,0
मैं लगभग निंदा करता हूँ,0
दुष्यंत चौटाला जी को 5 साल बाद समझ आ ही गया कि barwala में जो नरसंहार हुआ उसके लिए दोषी हरियाणा की भाजपा सरकार है h t,1
नेताओं के हल्केफुल्के पलचुनाव में या यूं भी दिखाना हमेशा होता रहा है । इसमें कुछ गलत नहीं । लेकिन दिक्कत ये है कि मोदी,0
कल होटल खाना खाने गया वेटर खाना लगाकर जाने लगा तो मेंने उसे कहा इसमें दो काँग्रेसी कम हे । । उसने फटाक से दो चम्मच लाकर रख,0
कांग्रेस कहती है कि वो हमारे सैनिकों को मिला सुरक्षा कवच उनको मिला विशेष कानून ही हटा देगी । कांग्रेस कह रही है कि वो देशद्,0
इनकी पैदा बार ही चूतिया परिवार से हुई है \ U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 \U0001 f602 \U0001f602,1
GOOOOOLAZO DE BRAHIM,0
आज जो संतानें mothers day मना रहीं हैं उनसे पूछना था कि अगर उनकी माताओं ने उसी एक दिन उनकी देखभाल की होती लालनपालन किया होता और दूध पिलाया होता तो क्या वे इतने सालों तक अपना बर्थडे मना सकते थे हर दिन मां का दिन है ।,0
बेशरम नहीं तो भाजपा नहींबेशरम नहीं तो संघी नहींबात ख़तम,1
\U0001f341 \U0001f341 शीशा और पत्थर संग संग रहे तो बात नही घबराने कीशर्त इतनी है कि बस दोनों ज़िद ना करे टकराने कीरिश्ता होने से,0
आख़िर जीजा जो लगते है पागल के तो ईनकी ग़लती नही है सब संगत का असर है,0
NDTV वालों के लिये खुशखबरी आने वाली है 22 मई की शाम तक अचानक करोड़ों लोग 1 दिन के लिए चैनल सब्सक्राइब कर लेंगे \ U0001f601,0
सनी देओल के रोड शो में एक महिला ने जीप में चढ़कर सनी देओल को पप्पी किया एक हमारे घुँघरू सेठ है जिसे जूते खाने से फुर,1
मोदी तुम ने साबित कर दिया कि तुम महा धूर्त और महा धोखेबाज आदमी हो। लगता है कि गोलवारकर की किताब तुम पढ़ कर आए हो उसमें,1
निर्भया को देश की बेटी बतायाऔर अलवर मे दलित की बेटी वाह रे दलाल मिडीया,1
झाड़ू आप पार्टी का है लगा मोदीजी रहे हैं साफ‌ कांग्रेस हो ‌रही है पेट में दर्द ठगबंधन वालों को हो रहा हैऔरमजा,0
प० बंगाल में ममता दीदी की राजनीतिक जमीन खिसक गई है । उनके अराजक लूटतंत्र से त्रस्त जनता चुपेचाप कमल छाप रही है । बौखलाहट में,0
CRPF के डीजी का बयानबंगाल की जनता खूलकर करें मतदानजहां मिलेंगे ममता के गुंडे वहीं कर देंगे उनका काम तमाम,1
कुछ भी बोलो मोदीजी ही आयेंगे ।,0
23 मई को बेहोश न हो जाना ।,0
गधों की सोच नहीं चाहिए हमें अपनी सोच अपने पास रखो मोदी साहिब अगर हिंदूवादी सोच इतनी अच्छी होती तो सावरकर जैसे अंग्रेजों के तलवे न चाटते,1
1जेट एयरवेज़ बन्द2एयर इंडिया भयंकर घाटे में3BSNL के 54000 रोज़गार ख़तरे में4HAL के पास सैलरी देने को पैसे नहीं5,0
ये बड़ा गलत किया मोदी जीजिन लोगो की औकात 2 कौड़ी की भी नहीं है उनके लिए 10 करोडबस केजरीवाल जी को दो चार देसी के खंबे \U0001 f37e \U0001 f37e \U0001 f37e \U0001f37e पहोचा देते पूरी पार्टी नागिन डांस करते हुए चली आती,1
हाल हीं में श्रीलंका में जो बम धमाके हुए थे उसके बाद वहां की सरकार ने जाकिर नाइक के टीवी चैनल पर बैन लगाने का फैसला कि,0
वनारस मोदी की रैली में अगर आये तो पैसा घर पहुँच जाएगा \ U0001 f923 कहा है चुनाव आयोग अब जिंदा नही होगा चुनाव आयोग httpstcod,1
UPA आ रही हैं NDA जा रही हैं \U0001 f602 \U0001 f602 \U0001 f602 \U0001 f61c \U0001 f61c \U0001 f61c सरिता जी की डायरी से \U0001 f64a \U0001 f64a \U0001f64 a,0
मसूद का वैश्विक आंतकवादियों में नाम आ गयापता करो यूएन में चुनाव आ गया क्या आहत इंदौरी \U0001 f602 \U0001f602,0
पिछले लोकसभा चुनावों मे मोदी जी की तुलना चायवालानीच आदि से कर चुनाव का ध्रुवीकरण करने वाले मणिशंकर अय्यर जी को शायद इसबार सांप सूंघ गयाकुछ बोलते क्यों नहीं Twitter पर अपना एकाउंट भी नही बनाया क्या इतनी ज्यादा फट गई है उनकी,1
AWM Uउसे मैं तब याद आती हूँ जब उसके पास कोई दुसरा नही होता \ U0001f494 ज्योति अधूरेजज़्बात httpstc o d15HypC1,0
आज 6 चरण के बाद भाजपा ने 272 सीटो का बहुमत अपने दम पर क्रोस कर लिया है और NDA 320 सीटो को क्रोस कर चुका हैआने वाले 7 औ,0
Jo chupanay ka maza hai wu chukanay mein nai,0
पित्रोदा और अय्यर वाली लिस्ट में अब खड़गे का भी नाम शुमार होगयाअगर काँग्रेस की 40 से ज्यादा सीटें आई तो मोदी खुद को दिल्ली के विजय चौक पे लटकेंगे क्या ये खुद इसने अपनी कन्नड़ भाषा में कहा तो कांग्रेस ये बहाना नही बना सकती कि हिंदी कमजोर इसलिए गलत बोल दियाहार की बौखलाहट httpstco r5DHUCU n4q,1
राहुल और मोदी में यही फर्क है किराहुल के बाप का नाम पूरा विश्व जानता हैऔर मोदी के बाप का नाम खुद मोदी भी नहीं जानता,1
हिंदुस्तानी सावधान रहें अपने ही धर्मगुरुओं पर लगे आरोप सच्चा मानकर हंसी मजाक नही उड़ाये और अपने धर्म का नाश नही क,0
कितना सन्नाटा हैकोई डिबेट नहींकोई ट्वीट नहीं कर रहा हैलोकशाही को कोई खतरा नहीं है \ U0001 f601 \U0001 f601 \U0001 f601 \U0001 f601 \U0001f601,0
हिन्दुओं कब समझोगे पहले ही पाकिस्तान खो दिया अब हिन्दुस्तान मत खोना,1
हाथ पकड़ा बात की फिर गले लगा लियातीनो खंजर एक साथ मारे थे जालिम ने httpstcolwwPU dhEOM,0
वो जो न आने वाला है उससे मुझको मतलब थाआने वालों से क्या मतलब आते हैं आते होंगेएलिया,0
कोई नहीं मिला तो मैं आ जाता हूँ,0
WednesdayWisdomगीता जी का ज्ञान देने वाला भगवान कह रहा है अर्जुन मेरी उत्पत्ति को ना देवता जानते हैं और ना ही ऋषिमु,0
अगर रोहंगिया मुसलमानों को भगाया नही गया तोश्रीलंका में आज जो हो रहा है उससे कहीं ज्यादा भयानक भारत में होगा और यह होना निश्चित है,1
हाँ जरू र।,0
ऐसा लग रहा है जैसे पं बंगाल मे रक्षस राज चल रहा हैममता सरकार राक्षसों की तरह व्यवहार कर रही है और उनके कार्यकर्ता नरभक्षी हो चुके हैसैकड़ों जानें सिर्फ चुनाव जीतने के लिए ले लिया गया है ।,1
Hai rojee,0
जीवन मे बहुत कुछ देखा है बस अब यही देखना बाकि था । \U0001 f600 \U0001 f601 \U0001 f602 \U0001 f609 \U0001 f60b \U0001f447 \U0001f447 \U0001f447 \U0001f447 \U0001f447 \U0001f447 \U0001f447 \U0001 f61d \U0001 f602 \U0001 f61b httpstcomO y87SO fsL,0
राहुल गाँधी और रविश कुमार को एक साथ देखना महज एक संयोग नही लोगों की डिमाण्ड थी जिसे पूरा करके राहुल गाँधी ने साबित कि,0
गोरी है कलाइयां पहना दूं तुझे हरी हरी चूड़ियां अपना बना लू तुझे बालमा । । \U0001 f49 e,0
हुआ था जो इश्क मुझे उसे दो तरफा क्यूँ लिखूँतुम तो मंजिल थी ना फिर तुम्हें हमसफर क्यूँ लिखूँ,0
नही तो दलाली करने के छोड़ दे।,0
रीता बहुगुणा की लाटरी लगने वाली बात मुझे हजम नहीं हो रही,0
तुम जैसे गाद्दर जब तक देश मे मौजूद हे तब तक इन नक्सलियों का आतंक जारी रहेगा जब तुम लोग जनता का विश्वास नही जीत पाये तो अब तुमने आतंकवाद ओर नक्सलियों का सहारा लेकर मोदिजी को बदनाम करना सुरु कर दिया ।,1
माबहन जी ध्दारा की जाती को लेकर आलोचना करना तूम जैसे दलालों के पीछवाडे पर लात मारना है कुछ समझे की नाहीं बुड़ब क।,1
शहरी इलाकों में बोरिंग ban है । पर अब हर जगह लोग पानी के लिए बोरिंग करवा रहे है । इसमें विभाग वाले ही ठेका ले रहे है । लो,0
जिसके हाथ में छाले हैं पैरों में बिवाई है उसी के दम से रौनक आपके बंगले में आई है इधर एक दिन की आमदनी का औसत है चवन्नी,0
आपको कैसा लगेगा अगर इन्होंने ने भी यह कूड़ा आपके घर मे डाल कर चले जाएं जैसे हम कचरा व कूड़ा डाल देते है इनकी जगह पर और चले,0
बाज़ार में अपने पति श्री राम सिन्हा को आवाज़ लगाई तो बंगाल पुलिस ने लिया पत्नी को हिरासत में । httpstcoO o50A32 nhr,0
LokSabhaElection s2019 ने कहा 2019 के चुनाव में कांग्रेस पार्टी मोदी को हरा रही है h ttpstcoRC35eY8pMJ,0
सरकार कुछ नहीं कर रही स्थानीय प्रशासन खामोश है । कहाँ है पता नहीं । पापा और भाई को हिंदी नहीं आती किससे सम्प,0
\U0001 f64 f\U0001f3fb \U0001 f64f\U0001f3fb शुभप्रभात \U0001 f64f\U0001f3fb \U0001 f64 f\U0001f3fb मैं जीवन की हर हल चल मेंकुछ पल सुखमयअमरण अक्षयचुन लेता हू ँ । मैं जग के हर कोलाहल मेंकुछ स्वर म,0
६० सालों में क्या हुआमोडि को अटलजी से पूछना चाहिए था h ttpstc oeOjV irHaOS,0
पिता को चोर कहने पर इतना गुस्सा आ रहा है तोजब माताजी की कुंडली खुलेगी तब तो भूचाल आ जायेगा \ U0001 f602 \U0001 f61d \U0001 f61d \U0001 f602 \U0001f602,1
अगर 2019 के चुनाव में भाजपा हार जाती है तो मोदी का चेहरा कैसा होगा के लिए रवि ठाकुर Ravi Thakur का जवाब httpstc o1fWXT ncTJ0,0
और लोग पूछते हैं की मोदीजी प्रेस कॉन्फरंस क्यू नहीं करते वो थोडी ना ऐसी scripted होगी h ttpst coLZSGMdE zuD,0
ये मजबूत सरकार है तभी भ्रष्टाचार पर कड़ा प्रहार हो पाया है ।हर तरह के कानून बनाकर हमने भ्रष्टाचारियों का जीना मुश्किल,0
मोदी ने कहा मैंने वायुसेना को बादलों से फायदा मिलने का सुझाव दिया थाओवैसी बोलेआप गजब के एक्सपर्ट हैं नाम के आगे,0
हम एक ऐसे देश में रहते हैं जहां का प्रधानमंत्री टीवी इंटर्व्यू में कहता है कि बादलों में जहाज़ जब उड़ते हैं तो उसे राडार न,0
बच्चों से गाली गलोच करवाते देखकर शायद PM श्री जी मैडम वाडरा जी से सिर्फ़ इतना ही कहते \U0001f447 नफ़,1
IPL2019Final is baar umpire Kahan bechne hai,0
राजनीति में एजुकेटेड आदमी को radar कैसे काम पता होना चाहिये परंतु MPhil वाले गधे को दिन में 25 घंटे होते है इतना ज़रूर पता है,1
तब कोर्ट में मुख्यमंत्री नहीं वो डीसी होता अपनी बेल करवाने के लिए उसकी नौकरी भी छीन ली जाती ।,0
ना मोदी सवर्ण को देना चाहते है और ना पिछड़े को। ना वो राम के हैं ना रहीम के हैं । वो सब कुछ वोट बैंक के लिए करते हैं । ह,1
ModiCrushesPak क्या मोदी की जीत से खामोश हो गया विपक्ष देखिए पूछता है भारत अर्नब के साथ सिर्फ रिपब्लिक भारत पर,0
ईस ग़रीबों के स्टीव जोब्स को कोई बताओ की मोदी ने क्या किया है वो जनता जानती ही है ॥ २०१४ में तो सिर्,0
भैया अब तो राजीव जी का बाहर निकाल लो कब तक मुंह में लेकर घूमोगे,1
Communist मानसिकता है इसकी देश में इनके जैसे लोग हो तो देश को बाहर के दुश्मनों की जरूरत है नही। shame on u,1
इधर कितना अकेला मैं उधर है तू कहीं अम्मामुझे सब लोग कहते हैं कि तू अब है नहीं अम्मा महकता है ये घर आँगन तेरी ममता की खुशबू सेमैं कैसे मान लूँ दुनिया में अब तू है नहीं अम्मा,0
मोदी जी शर्म क्यों नहीं आती है जब सत्तासी साल की बूढ़ी माँ नोट की लाइन में लग जाती है मोदी जी आप सपूत हो की कपूत हो,1
मुझे ऐसा क्यूँ लग रहा है की शायद ये वही 7 विधायक हैं जिन्होंने हाल ही में सड़ जी की 1010 लात और 1010 कोड़ों से,0
आदमखोर भी दिल की बात करने लगा । बस कर,1
AllahKabir जीनेकीराह सात समंदर की मसि करौं लेखनि सब बनराइ।धरती सब कागद करौं हरि गुण लिखा न जाइ॥साधू गाँठ न,0
मशहूर अभिनेता अरुण बक्शी ने बीजेपी का दामन थामा से की खास बातचीत सुनिए क्या कहा उन्होंने इस खास इंटरव्,0
सर जरूर आप इस्लाम मे दाखिला लीजिए आपका तहे दिल से इस्तकबाल करते है लेकिन सर इस्लाम मे दाखिले की शर्त है कि आप सहर्ष बिना किसी दबाव के सच्चे दिल से इस्लाम को कबूल करेंगे तो ही आपका इस्लाम मे दाखिला होगा अल्लाह आपकी इस्लाम कबूल करने की हिम्मत मे और ईजाफा करे आमीन,0
भ्रष्टाचार विहीन सरकार कैसी होती है इसका उदाहरण देश में पांच साल में देखने को मिला है श्री MeraVo teModiKo httpstcoEK k7JW5LeC,0
मैं माँ को प्यार करता हूँ सिर्फ इसलिए नहीं कि जन्म दिया है उसने मुझेमैं माँ को प्यार करता हूँ सिर्फ इसलिए नहीं कि पाला,0
बच्चों को कैसी भाषा सीखा रही कांग्रेसमोदी से नफ़रत में बच्चों को तो मत बर्बाद करो httpst coHsMvHsY2 lC,0
जब दिमाग मे गोबर होता है ना तो ऐसी ही बाते करता है इंशा अल्लाह 400000 वोट से हारेगा,1
आज अगर चेन्नई सुपर किंग्स जीत गयीतो \U0001 f64c\U0001f3fb \U0001 f64 c\U0001 f3fb मै13 मई Twitter पे भंडारा दूगी \U0001 f60b \U0001f60b फिर मत कहना बताया नही \U0001 f60a \U0001 f60a \U0001 f60a \U0001f648 कयामतF ollow fol,0
23 मई को नानी के साथ सब कुछ याद आयेगा पर मा नही आयेगी । पप्पू के साथ नानी के घर चले जाना ।,0
चौकीदार को चोर कहने पर राहुल गाँधी ने 1 नहीं 2 बार नाक रगड़रगड़कर माफी माँगीअब बताओ फेंकू कौन \U0001 f60a मोदीहैतोमुम,0
कहतई बौरा गूंगासुनतई बहराचौबे दद्दा कहें कहानी3 लाइन की एक कहानीएक था राजा एक थी रानी फट गया राजा बच गई,0
21 saal ka tajarba hai,0
अमसीपोराशौपियाकाश्मीरइस्लामिक स्टेट राज्य घोषितहत्यावादीअरबीबाबा आतंकी ग्रुप IS का दावामुसलमान \U0001 f64f एकजुट होकरधरतीचप,0
mothersday हर युग में मात पिता मिल सकते हैंसतगुरु और सेवा और बंदगी यह बड़ी मुश्किल से मिलते हैं इसीलिए परम पिता परमेश्वर का सबसे ऊंचा स्थान बताया है h ttpstc okAMgWPT1Tz,0
जेहादहत्यावादी बलात्कारी विदेशी अरबीबाबा कारनामा अमसीपोराशौपियाकाश्मीर मे इस्लामिक राज्य इस्लामिक स्टेट IS का,1
तुम इतनी क्योंमुहब्बत हमसों करें होंहम तो जाय ही रहे हैं ये दुनिया छोड़तुम इतनी काहे हमारीतरफ़दारी कर रहे हों ht,0
तौबा तौबा घुंघरू सेठतुमने तो इन पाँच सालो में जूठी बच्चो की कसमे खायी 80 हजार की दारू की बोटल गटक गये,1
ग़लती करके छिपाते थे जब पकड़े जाते थे तेरे आंचल में छिप जाते थेतेरे आंचल में खुद को बड़ा महफ़ूज़ पाते थेहमारी हर कड़वी बात को हंस कर सह जाती हैंहमारी हर गलती पर बड़े प्यार से समझाती हैHappy Mothers Day,0
मर गया क्या,0
यही एडमिन हैं क्या \U0001f447 \U0001 f601 \U0001 f601 \U0001 f601 \U0001 f609 \U0001f447 \U0001f447 \U0001f447 \U0001f447 \U0001f447 \U0001f447 httpstcoHI s4KehcZm,0
आपको धमकी लगता हैकमाल हैपर सोच अपनी अपनीखैरमोदी आ रहे हैं 23 मई कोस्वागत किजियेगा जरूर \U0001 f64f \U0001 f64f \U0001f33 f \U0001f341 \U0001f33 f,0
बी जे पी तो मुफ़्त मे भी ना ख़रीदे ये तो इन गिरगिटों की अपनी बिकने की क़ीमत बताने का तरीक़ा है ताकि अगर कोई ख़रीदना चाहे तो ख़रीद सकता है,1
आदरणीय मोदी जी सुब्रत राय सहारा से पेमेंट कराइये पूरे देश में करोड़ों जमाकर्ता बहुत परेशान है आत्महत्या तक कि नौबत आ गई है रोजमर्रा के खर्चे तक नहीं पूरे हो रहे हैंसड़क पर ला दिया है सुब्रत राय ने । अब केवल आप ही हम सब का सहारा हैं \U0001f64 f,0
ये क्या हो रहा हैऔर हम लोकतंत्र की दुहाई देते नही थकते,0
मुझे मौत से इतना डर नहीं लगताजितना मां बाप के बिना इस दुनिया में जीने से लगता हैअल्लाह पाक सबके वालेदीन को सलामत र,0
इस से बड़ा गद्दार पाकिस्तान में भी नही ह httpst coKmH2 bZ2 wrE,0
पप्पू भगवान के घर जाएगा \ U0001f339 \U0001f339 \U0001f33a \U0001 f4a6 \U0001f49e मोदी ही तो आएगा,0
वेदमेराभेदहैकबीर जी ने समझाया है कि हे मानव शरीर धारी प्राणी यह मानव जन्म बहुत युगों पर्यन्त प्राप्त होता है । त,0
सही हैजुमलेश्वर जनता के चुने हुवे प्रतिनधि और जनता की चुनी हुई राज्य सरकारों का सम्मान भी करना नही जानताजुमलर्श्वर खुद को सबसे बड़ा और महान समझने लगा हैयर देश के लिए खतरनाक हैजनता से निवेदन है कि चुनाव में इस फेकू जुमलेश्वर को ज़ोला थामकर बाहर निकालो,1
लगता है आप बिलियर्ड्स खेलते हैं \U0001f60 a,0
GS अगर 50 घंटे की तपस्या कर ली होती तो इस तरह की नफरत से भरी बातें नहीं करते PM । किसी बात का जवाब नही देते,0
सठिया गया है केजरी,1
टोपा हो का \U0001 f61c \U0001 f61c \U0001 f61c \U0001f61 c,0
मुफ़लिस जो अगर तन की क़बा बेच रहा हैवायज भी तो मिंबर पे दुआ बेच रहा है दोनो को है दरपेश सवाल अपने शिकम का एक अपनी खुदी एक ख़ुदा बेच रहा है,0
श्रीमान मेंरी सरसो नहीं बिक रही ह अबी तक कोई बी सोलुशन नहीं हुआ ह कर्प्या करके मेरी सहयाता करो काफी बार सिक्यात कर चुका हुA addar number 619654032923M obile number 9416150122R egistration nuber Ma h2018887283,0
अपनी प्रोफाइल पिक तो देख पिद्दी सरदारा किस की लगा रखी है तू सच में सिर्फ भौंकने के लिए रख रखा है कांग्रेस ने बाद में गाली किसको पड़ती है में तो कहता हूं पूरा दिन भोंका कर तेज तेज \U0001 f602 \U0001f61 c,1
आजा डीएम में ।मर्द की तरह बात करेंगे । फॉलो कर दो यार,0
तुमसे बढ़कर कुछ नहीं माँ HappyMothersDay httpstcovf t3S4g7jD,0
तुम लोग खुद ही लिख लेते होंगें । बाकी लोगों के पास इतना टाइम कहाँ होता हैं । \U0001 f913,0
नेहरु,0
अगर आप चाहो तो हर हर मोदी ग्रुप में ज्वाइन कर सकते है । निचे क्लिक करें \U0001f447 \U0001f447 \U0001f447 \U0001f447 \U0001f447 httpstcoZ b adK8ON bv,0
सिद्धू की धुलाई कर के आ रहे हो,0
इसका दिमागी सन्तुलन बिगड़ गया हैइसको वो टीका लगाया जाएजो कुते के काटने के बादलगाया जाता हैलगभग तीन साल तक लगवाना पड़ेगाशायद २३५१९ के बाद लगातार दौर शुरू हो जाएंगे,1
ऐसा लगता है कि गुजरात और राजस्थान से सारे प्रगतिशील लोग मंगल ग्रह पर शिफ्ट हो गए है । तभी तो घोडी चढने के मामले में और,0
जो बड़े वृक्ष होते हैं वो ही अक्सर अपनों के बीच झुका करते हैं और ऐसे नेता राजनीति में देखने को बहुत कम मिलते हैं विकास,0
मोदी जी मैं बचपन में गोरा उड़ काला उड़ खेला करता था इस तरह मैन रडार और क्लाउड टेक्निक सीख ली।रुबिका सर थकते नही है आप,0
फैल मिस्ड next टाइममजाक बना कर रख दिया है प्रेश्याऔ नेसंविधान की चुनाव प्रक्रिया काखुद करे तो पाक दूसरा करे तो साफ,0
धीरे से अपने पीछे घुसा ले दलाल,1
Hello Sooji hai \U0001f639 \U0001f639 httpstc o00OXZoZ0 qu,0
सही कहा भाई ठेका पद्धति बंद हो और हमें कुछ स्थाई हल दे,0
हमारे पप्पु राजा नें चटवाने से मना कर दिया तो लगता है अब अखिलेशवा का चाटने की सोच रहे हो \U0001f61 c,1
गौरवी यादववेस्ट दिल्ली रेसिडेंट। फर्स्ट टाइम वोटर।मैं अपना वोट PM face देखकर नहीं MP face देखकर कर रही हूँ क्योंकि,0
आंवलाधनियामिश्री का पावडर समभाग लेकर रोज एक एक चम्मच लेकर चबा चबाकर खाकर ऊपर पानी पीने से गर्मी के कारण होनेवाले सीर द,0
हमने गांवगांव तक सड़क पहुंचाने का काम किया।दूरसुदूर को नेशनल हाईवे और रेलवे से जोड़ने का काम किया ।हर गरीब परिवार को अप,0
गौर से देखिये ऐसा लग रहा है कि मेरा वोट फूल कमल पर गया है । जयहिन्द,0
मसूद अज़हर को UNSC ने अन्तर्राष्ट्रीय आतंकवादी घोषित कर दिया 400 सीट पाने के लिए और कितनो को आतंकवादी,0
कांग्रेस की कर्ज माफी स्कीम की खुली पोल मध्य प्रदेश के गुना में ज्योतिरादित्य सिंधिया के सामने भड़के किसान देखें VI,1
हम मेहनत करके निकले हुए लोग हैं मजदूर आदमी को जितना मान सम्मान मिलता है उतना हमको भी मिलता है । हम मान सम्मान के लिए,0
कैसे कह दूँ कि मेरी हर दुआ बेअसर हो गयीमैं जब जब भी रोई मेरे भोलेनाथ को खबर हो गयी \U0001f339 सुप्रभात दोस्तों \U0001f339 \U0001f64 f,0
बच्चों के कंधे पर बंदूक रखकर चला रहे हैं कांग्रेसी यह दिन आ गए हैं मासूम बच्चों को भड़काया जा रहा है इस हद तक गिर गए,0
लगता है आज तक ने भी Cover नही किया यह स्टोर ी। दूसरो का सपोर्ट लेना पड़ रहा ।,0
hai hai \U0001f601,0
अर्ज किया हैमत फेंको इतना कि बादलों में छेद हो जाएक्या पता तुम भेजो यहाँ से प्लेन वो रेडार में कैद जाएEn tireCloudCover,0
भाईऐसा तथाकथित भ्रष्टाचार कभी होता थापर अभी पिछले १५२० सालों में ऐसा कुछ नहीं हैबहुत सुधार हैएक आध जगह कुछ होता भी है तो बहुत चैनल है जहां इसकी शिकायत की जाती हैपर मीडिया में इतने छोटे सी चीज के लाने का मतलब कुछ और होता है भाईवरना हम जैसे सैनिक इसका खुद समर्थन करते,0
बताओ सड़क पर भारी गर्मी में आने के बाद भी मन का कुछ नहीं मिला 3 रात नींद नहीं आयी होगी । httpstcoqEpZmh2 sdz,0
नंगा नहायेगा क्या ओर निचोड़गाखुजलीवाल की गामे निंबु \U0001f606,1
अगर मेरा नामांकन रद न होता तो मोदी को मे कड़ी टक्कर देकर मे जीत दर्ज करता ओर मोदी को हराता देखिये फाईनल पोल \U0001f447 ।,0
FridayFeeling IndianSlaveMedia देश की मीडिया भ्रष्ट हो चुकी है अगर देश बचाना है तो बिकाऊ मीडिया को हटाओ होगा देश,1
कभी कश्मीरी हिन्दू भी शान्ति के कबुतर उड़ाया करते थे चचा नेहरू की तरहआज शरणार्थी कैम्पो में दाना चुग रहे हैं और बनो सि,0
और आपको अगर निकाल न दिया जाता तो अभी तक कॉमेडी कर रहे होते ।,0
क्या ये मॉब लिचिंग तो नहीं है ना सर् जी।,0
जब इन लोगों को मौका मिला तो इन लोगों ने बिजली में भी घोटाला कर दिया ।जब मुझे सेवा का अवसर मिला तो ढाई करोड़ से ज्यादा गरीब,0
दिमाग घसक गया है क्या इस्लाम से बहुत पहले से तक्षशिला विक्रमशिला नालंदा और ल्हासा चल रहा था । httpstcooW t8J86PvL,0
भाई केजरीवाल की तरह थू थू होने से बच गयी चुनाव तो अगली बार लड़ लियो किसी हल्के फुल्के के खिलाफ ।,0
एक भिखारी के रोज़ के आने जाने के रास्ते में तकदीर ने हीरेजवाहरात की पोटली रखी और उसी दिन उसने थोड़े पैसों की लालच में,0
क्या सर अब बितरहित कॉलेज का क्या करना है या तो इसे बंद कर दीजिये या फिर इसके बारे मे सोचिये अब दुख बर्दा,0
इस में भी माँ का प्यार ही होता है,0
आज दिल्ली वालों सोच समझ कर वोट करना एक बार आप पप्पू बन चुके हो आज नहीं बनना जो आदमी अपने गुरू का नहीं हुआ वो आपका किया हो,1
जिसका जमीर मर गया हो वही इनके साथ रह सकता है ।,0
MondayMotivatio nआज शास्त्रों के ज्ञान से हर कोई अनजान है क्योंकि हर कोई किसी ना किसी दिन अवश्य किसी न किसी देवी देव,0
दिग्विजय से दूरी बना कर रखे उनका ट्रैक रिकॉर्ड अच्छा नही है । वैसे वो चुनाव में प्रज्ञा तो जीत ही रही है ।,0
Sant Shri Asaram Bapu Ji कहते है गर्मी के दिनों शरीर मे होनेवाली गर्मी मिटानी हो तो मुल्तानी मिट्टी को शरीर पर रगड़ रगड़ के स्नान करें । SummerHealthTipsByBa pujihttpst c o8P5yZF l lvK,0
ये देखो कितने ईमानदार है h ttpstcojpoNK r k23 r,0
बहुत दुःख के साथ सूचित कर रही हुँमेरा चार्जर अब इस दुनिया में नहीं रहा \ U0001 f60f \U0001 f612 \U0001 f612 \U0001 f626 \U0001 f62d \U0001 f62d \U0001 f62d \U0001 f62d \U0001 f631,0
72000 के वादे पर भी नहीं जीते तो अगले चुनाव में हम सीधा नोट छापने की मशीन देने का वादा करेंगे जिसको जितना छापना हैं छाप लो श्री राहुल गांधी \U0001 f605 \U0001 f602 \U0001 f602 AayegaT ohModiHi,1
टू ख़ुद नीलम की कांग्रेस ने बोली नहीं लगाया हैऔर किया बोल रहे हैं तेरा MLA को पैसा दे रहे हैंये तेरा कोई खोरीदे नहीं है,0
LokSabhaElection s2019 दिल्ली में आप किसके साथ है वोट करके करे,0
